,zoneid,crimes per sq. mile,per capita income,pop. change,most similar RD stores,RD match index,similar store revenue,similar store noi,similar store bad debt
13846,50176-39029951300,0.15,"$25,162",-0%,"RD120, RD170, RD147, RD189, RD048",92.8%,"$25,341","$14,858","-$1,406"
13847,50176-39029951400,0.28,"$21,790",-0%,"RD005, RD030, RD129, RD115, RD185",92.0%,"$27,405","$15,263","-$1,382"
13848,50176-39029951100,1.19,"$25,353",-0%,"RD025, RD064, RD101, RD093, RD077",93.9%,"$18,748","$9,881","-$1,201"
13849,50176-39029951200,0.32,"$24,149",-0%,"RD129, RD082, RD101, RD146, RD154",91.9%,"$19,792","$10,745","-$1,148"
13850,08209-,0.46,"$36,562",2%,"RD187, RD029, RD174, RD062, RD049",92.8%,"$23,783","$13,970","-$1,244"
13851,23905-,0.36,"$25,816",3%,"RD029, RD031, RD077, RD064, RD101",93.7%,"$21,104","$12,066","-$1,349"
13852,38026-,0.02,"$17,649",1%,"RD167, RD064, RD118, RD065, RD094",83.7%,"$26,296","$14,422","-$1,081"
13853,75502-,2.93,"$27,578",5%,"RD095, RD062, RD049, RD148, RD048",91.3%,"$28,142","$16,228","-$1,463"
13854,05923-,12.37,"$28,278",5%,"RD041, RD101, RD191, RD077, RD031",91.7%,"$21,765","$12,675","-$1,803"
13855,03601-,2.96,"$22,183",-1%,"RD122, RD015, RD016, RD025, RD188",92.7%,"$22,560","$12,839","-$1,413"
13856,15940-,13.17,"$51,726",-1%,"RD053, RD092, RD178, RD020, RD086",93.3%,"$21,667","$11,947","-$1,036"
13857,56305-28075000300,121.89,"$31,043",-1%,"RD103, RD047, RD068, RD098, RD109",89.6%,"$19,802","$10,349","-$1,836"
13858,56305-28075010202,0.69,"$33,963",-1%,"RD186, RD163, RD106, RD104, RD061",94.3%,"$16,975","$9,681","-$1,092"
13859,56305-28075010201,0.1,"$26,511",-1%,"RD187, RD049, RD085, RD082, RD167",89.7%,"$16,338","$8,213","-$1,412"
13860,56305-28075000200,192.45,"$16,950",-1%,"RD088, RD066, RD156, RD157, RD130",89.0%,"$15,663","$7,855","-$1,494"
13861,56305-28075000600,96.1,"$8,663",-1%,"RD157, RD130, RD088, RD161, RD162",88.6%,"$12,554","$5,477","-$1,391"
13862,56305-28075001102,11.63,"$29,887",-1%,"RD106, RD104, RD017, RD182, RD183",94.8%,"$19,304","$10,602","-$1,264"
13863,56305-28075010600,0.33,"$21,709",-1%,"RD163, RD049, RD061, RD186, RD064",92.7%,"$21,306","$12,304","-$1,085"
13864,56305-28075000700,1.08,"$27,918",-1%,"RD105, RD065, RD080, RD187, RD076",61.9%,"$19,598","$10,467","-$1,905"
13865,56305-28075001101,40.98,"$45,001",-1%,"RD183, RD182, RD060, RD155, RD038",90.8%,"$25,007","$14,459","-$1,197"
13866,56305-28075010302,0.1,"$29,135",-1%,"RD049, RD113, RD064, RD167, RD186",93.6%,"$21,715","$12,085","-$1,292"
13867,56305-28075010301,0.34,"$27,431",-1%,"RD129, RD134, RD152, RD002, RD008",88.4%,"$16,409","$8,118","-$1,077"
13868,56305-28075010400,0.19,"$12,483",-1%,"RD049, RD163, RD187, RD132, RD064",90.9%,"$13,137","$6,519","-$1,050"
13869,56305-28075001000,12.22,"$21,325",-1%,"RD130, RD038, RD138, RD098, RD106",92.8%,"$17,475","$9,167","-$1,172"
13870,56305-28075010700,42.68,"$14,188",-1%,"RD157, RD130, RD067, RD070, RD069",87.4%,"$18,219","$9,234","-$1,439"
13871,56305-28075010500,0.46,"$32,562",-1%,"RD187, RD049, RD140, RD163, RD104",93.7%,"$13,973","$7,414",-$920
13872,56305-28075000400,147.52,"$15,555",-1%,"RD130, RD136, RD066, RD162, RD157",90.3%,"$15,423","$7,030","-$1,707"
13873,56305-28075000900,43.28,"$20,176",-1%,"RD098, RD106, RD104, RD103, RD025",94.1%,"$18,313","$9,897","-$1,576"
13874,86302-36067012700,8.57,"$32,808",-1%,"RD113, RD186, RD168, RD163, RD058",93.9%,"$16,673","$9,091",-$975
13875,86302-36067005500,135.74,"$19,454",-1%,"RD034, RD033, RD093, RD130, RD139",90.3%,"$16,916","$8,681","-$1,794"
13876,86302-36067016002,1.89,"$48,425",-1%,"RD008, RD083, RD020, RD006, RD092",93.7%,"$18,176","$9,639","-$1,250"
13877,86302-36067015100,17.37,"$46,043",-1%,"RD058, RD169, RD178, RD186, RD185",92.6%,"$19,936","$11,149",-$814
13878,86302-36067011231,55.59,"$33,062",-1%,"RD091, RD001, RD113, RD155, RD047",93.8%,"$16,549","$8,556","-$1,064"
13879,86302-36067015500,21.72,"$41,117",-1%,"RD147, RD170, RD120, RD037, RD126",76.7%,"$20,628","$11,250","-$1,027"
13880,86302-36067014900,9.83,"$30,736",-1%,"RD113, RD186, RD163, RD058, RD063",91.2%,"$18,159","$10,173",-$783
13881,86302-36067010321,12.76,"$38,791",-1%,"RD058, RD001, RD113, RD091, RD036",94.5%,"$19,222","$11,552",-$837
13882,86302-36067011232,7.17,"$38,236",-1%,"RD113, RD058, RD091, RD001, RD036",95.0%,"$18,833","$10,565",-$868
13883,86302-36067011101,30.2,"$40,387",-1%,"RD001, RD058, RD036, RD091, RD065",93.0%,"$17,268","$9,659",-$710
13884,86302-36067011202,22.58,"$42,601",-1%,"RD091, RD058, RD001, RD092, RD113",94.3%,"$18,238","$10,590",-$832
13885,86302-36067015202,6.56,"$57,236",-1%,"RD053, RD186, RD169, RD058, RD174",90.7%,"$18,086","$10,043",-$715
13886,86302-36067014500,28.92,"$34,981",-1%,"RD155, RD104, RD106, RD091, RD113",93.5%,"$18,732","$10,218","-$1,266"
13887,86302-36067016400,10.22,"$37,679",-1%,"RD113, RD182, RD183, RD155, RD185",94.2%,"$24,487","$13,919",-$979
13888,86302-36067015201,8.52,"$60,129",-1%,"RD169, RD053, RD092, RD178, RD058",93.9%,"$19,798","$11,178",-$880
13889,86302-36067010322,14.14,"$41,044",-1%,"RD058, RD053, RD174, RD001, RD092",92.4%,"$18,676","$10,790",-$816
13890,86302-36067015203,12.34,"$46,647",-1%,"RD024, RD045, RD113, RD058, RD155",91.6%,"$22,626","$12,581","-$1,044"
13891,86302-36067011800,12.67,"$30,898",-1%,"RD027, RD044, RD113, RD190, RD106",91.6%,"$14,984","$8,109","-$1,049"
13892,86302-36067011401,4.66,"$47,485",-1%,"RD174, RD169, RD058, RD045, RD024",94.3%,"$19,238","$10,858",-$702
13893,86302-36067011241,3.7,"$47,788",-1%,"RD053, RD005, RD020, RD083, RD002",92.9%,"$18,211","$10,626","-$1,041"
13894,86302-36067011022,43.2,"$31,500",-1%,"RD091, RD038, RD025, RD155, RD113",93.3%,"$22,887","$12,733","-$1,247"
13895,86302-36075020901,24.77,"$27,082",-1%,"RD017, RD158, RD093, RD101, RD103",92.4%,"$22,456","$12,302","-$1,336"
13896,86302-36067011011,27.73,"$39,061",-1%,"RD091, RD155, RD001, RD058, RD036",92.9%,"$21,518","$12,061","-$1,083"
13897,86302-36067016300,8.97,"$40,633",-1%,"RD113, RD092, RD155, RD058, RD063",92.4%,"$20,099","$10,988",-$812
13898,86302-36067016200,30.72,"$30,087",-1%,"RD002, RD120, RD091, RD113, RD064",92.0%,"$22,857","$12,461","-$1,470"
13899,86302-36067010500,9.76,"$34,215",-1%,"RD091, RD113, RD001, RD058, RD168",92.7%,"$17,887","$10,131",-$774
13900,86302-36075020702,3.66,"$31,322",-1%,"RD101, RD017, RD064, RD104, RD106",94.2%,"$16,780","$8,788","-$1,093"
13901,86302-36067011600,8.79,"$35,366",-1%,"RD091, RD155, RD038, RD059, RD002",94.9%,"$22,675","$12,600","-$1,198"
13902,86302-36067011102,25.05,"$28,775",-1%,"RD050, RD054, RD183, RD182, RD181",91.6%,"$18,463","$9,902","-$1,092"
13903,86302-36067010200,3.38,"$38,989",-1%,"RD010, RD046, RD113, RD017, RD186",92.2%,"$22,592","$12,878",-$905
13904,86302-36067006000,90.56,"$27,260",-1%,"RD158, RD069, RD070, RD067, RD091",91.7%,"$20,175","$10,746","-$1,297"
13905,86302-36067013400,21.91,"$38,006",-1%,"RD091, RD001, RD113, RD058, RD106",94.3%,"$19,215","$11,035",-$978
13906,86302-36067015400,9.0,"$32,556",-1%,"RD113, RD001, RD047, RD091, RD058",93.4%,"$17,536","$9,962",-$957
13907,86302-36067011201,38.77,"$30,423",-1%,"RD190, RD168, RD163, RD164, RD132",91.6%,"$16,098","$8,102","-$1,106"
13908,86302-36067011700,9.46,"$29,872",-1%,"RD144, RD043, RD150, RD017, RD074",94.1%,"$20,821","$11,742","-$1,150"
13909,86302-36067011242,36.24,"$34,998",-1%,"RD001, RD091, RD058, RD127, RD047",92.4%,"$17,514","$9,658",-$994
13910,86302-36067012400,21.93,"$34,029",-1%,"RD091, RD113, RD058, RD155, RD016",94.5%,"$19,221","$10,694","-$1,080"
13911,86302-36067010900,38.66,"$30,977",-1%,"RD091, RD001, RD068, RD127, RD059",93.7%,"$14,536","$7,342","-$1,012"
13912,86302-36067016100,4.43,"$37,670",-1%,"RD046, RD186, RD169, RD113, RD063",92.0%,"$19,072","$9,601",-$691
13913,86302-36067010600,14.24,"$31,951",-1%,"RD091, RD036, RD113, RD104, RD106",94.3%,"$17,318","$9,792",-$866
13914,86302-36067014700,20.63,"$55,526",-1%,"RD053, RD169, RD020, RD063, RD012",91.6%,"$21,277","$11,883",-$983
13915,86302-36067015000,5.45,"$59,735",-1%,"RD091, RD092, RD036, RD053, RD058",90.7%,"$22,958","$13,186","-$1,096"
13916,86302-36067010100,3.38,"$46,578",-1%,"RD053, RD020, RD169, RD010, RD083",91.2%,"$19,285","$11,020",-$988
13917,86302-36067014400,24.16,"$25,676",-1%,"RD179, RD098, RD106, RD104, RD064",93.2%,"$15,372","$6,952","-$1,637"
13918,86302-36067012600,39.3,"$32,660",-1%,"RD091, RD113, RD001, RD155, RD059",95.1%,"$18,202","$9,741",-$931
13919,86302-36067010301,13.45,"$38,268",-1%,"RD001, RD058, RD113, RD065, RD026",93.2%,"$19,620","$11,282",-$867
13920,86302-36067012300,10.32,"$40,699",-1%,"RD008, RD002, RD006, RD005, RD037",94.1%,"$18,291","$9,083","-$1,316"
13921,86302-36067014600,42.97,"$30,415",-1%,"RD122, RD055, RD056, RD151, RD185",93.8%,"$23,767","$12,913","-$1,242"
13922,13240-,3.35,"$33,959",0%,"RD091, RD076, RD092, RD017, RD024",93.7%,"$20,119","$11,689","-$1,013"
13923,16615-,14.52,"$22,696",-0%,"RD106, RD104, RD064, RD025, RD098",93.4%,"$20,732","$10,451","-$1,588"
13924,04357-27099000800,132.01,"$29,122",0%,"RD068, RD093, RD070, RD069, RD067",93.8%,"$18,818","$10,043","-$1,150"
13925,04357-27099000410,28.05,"$18,236",0%,"RD093, RD130, RD069, RD070, RD067",93.7%,"$20,379","$11,119","-$1,691"
13926,04357-27099000300,132.46,"$24,940",0%,"RD047, RD068, RD052, RD109, RD123",92.0%,"$17,506","$9,609","-$1,482"
13927,04357-27099001000,0.11,"$33,611",0%,"RD106, RD104, RD113, RD036, RD188",95.5%,"$17,469","$9,746","-$1,100"
13928,04357-27099000200,46.98,"$35,640",0%,"RD068, RD091, RD155, RD059, RD002",93.0%,"$19,298","$10,191","-$1,350"
13929,04357-27099000600,25.07,"$26,065",0%,"RD001, RD091, RD127, RD068, RD047",94.4%,"$15,185","$8,519","-$1,083"
13930,04357-27099000100,0.11,"$33,611",0%,"RD106, RD104, RD113, RD036, RD188",95.5%,"$17,469","$9,746","-$1,100"
13931,04357-27099000900,3.16,"$36,001",0%,"RD010, RD155, RD060, RD113, RD005",93.0%,"$22,004","$12,603","-$1,068"
13932,31411-42121200600,0.75,"$23,088",-1%,"RD132, RD113, RD106, RD104, RD163",92.8%,"$17,862","$10,037","-$1,085"
13933,31411-42121200200,0.13,"$29,391",-1%,"RD049, RD163, RD167, RD010, RD064",91.4%,"$21,848","$13,223",-$973
13934,31411-42121200500,28.14,"$27,713",-1%,"RD065, RD017, RD091, RD036, RD001",92.6%,"$16,896","$9,422","-$1,045"
13935,31411-42121200300,16.95,"$25,741",-1%,"RD065, RD132, RD104, RD106, RD064",91.6%,"$17,419","$9,089","-$1,175"
13936,31411-42121200400,25.36,"$28,942",-1%,"RD017, RD182, RD183, RD138, RD106",94.3%,"$17,576","$9,296","-$1,113"
13937,74638-18177010800,1.06,"$22,824",-0%,"RD101, RD129, RD064, RD025, RD175",92.8%,"$16,050","$8,162","-$1,050"
13938,74638-39135460100,0.01,"$25,478",-0%,"RD113, RD115, RD186, RD149, RD175",92.0%,"$24,424","$13,962",-$904
13939,74638-39135400100,0.34,"$28,658",-0%,"RD129, RD134, RD152, RD022, RD030",88.3%,"$16,762","$8,515","-$1,296"
13940,74638-18177010100,0.18,"$36,874",-0%,"RD036, RD065, RD092, RD127, RD091",92.3%,"$16,451","$9,172",-$891
13941,74638-18177001000,13.1,"$22,985",-0%,"RD047, RD065, RD150, RD064, RD077",86.2%,"$16,825","$8,618","-$1,211"
13942,74638-18177000500,11.41,"$16,956",-0%,"RD077, RD065, RD064, RD101, RD127",91.7%,"$17,993","$9,538","-$1,449"
13943,74638-18177000900,4.31,"$16,218",-0%,"RD163, RD131, RD104, RD106, RD144",90.6%,"$13,003","$6,567","-$1,199"
13944,74638-18177000800,17.24,"$21,238",-0%,"RD122, RD018, RD144, RD047, RD151",89.5%,"$22,016","$11,979","-$1,200"
13945,74638-18177001100,1.56,"$39,584",-0%,"RD005, RD017, RD030, RD185, RD038",92.8%,"$24,475","$13,905","-$1,262"
13946,74638-18177000400,0.0,"$26,352",-0%,"RD001, RD104, RD106, RD113, RD065",93.9%,"$14,853","$7,611","-$1,029"
13947,74638-18177010700,0.03,"$43,574",-0%,"RD186, RD174, RD019, RD053, RD175",91.8%,"$25,092","$15,493","-$1,316"
13948,74638-18177000600,0.77,"$21,222",-0%,"RD132, RD129, RD164, RD091, RD106",91.3%,"$17,477","$8,921","-$1,251"
13949,74638-18177000700,2.29,"$29,972",-0%,"RD091, RD001, RD036, RD113, RD127",95.6%,"$17,143","$9,593",-$847
13950,74638-18177010500,0.05,"$27,453",-0%,"RD167, RD129, RD049, RD148, RD005",93.1%,"$21,872","$11,685","-$1,293"
13951,75826-,1.79,"$23,701",1%,"RD167, RD064, RD049, RD085, RD113",91.8%,"$16,564","$9,267","-$1,191"
13952,94672-,3.36,"$22,370",1%,"RD155, RD101, RD011, RD030, RD038",93.8%,"$18,159","$9,367","-$1,424"
13953,80794-,231.06,"$20,372",-0%,"RD052, RD172, RD068, RD047, RD067",91.3%,"$17,801","$9,977","-$1,310"
13954,07489-,0.03,"$28,486",-0%,"RD186, RD113, RD115, RD175, RD187",92.3%,"$22,154","$12,759",-$941
13955,09919-,4.09,"$24,148",-0%,"RD183, RD182, RD101, RD113, RD025",94.4%,"$21,999","$13,025","-$1,182"
13956,35704-,9.94,"$26,546",-1%,"RD093, RD188, RD130, RD067, RD069",90.0%,"$19,694","$10,599","-$1,201"
13957,39295-,0.57,"$25,032",-1%,"RD064, RD065, RD127, RD106, RD104",93.5%,"$16,179","$8,644",-$928
13958,07057-,4.92,"$26,735",-0%,"RD101, RD188, RD113, RD155, RD106",94.8%,"$16,439","$9,191",-$955
13959,18883-,1.19,"$18,403",-0%,"RD122, RD151, RD055, RD056, RD190",90.8%,"$24,540","$13,190","-$1,250"
13960,94537-,0.72,"$24,819",-0%,"RD077, RD017, RD098, RD064, RD104",92.4%,"$17,072","$8,865","-$1,439"
13961,96616-,0.04,"$12,847",1%,"RD118, RD179, RD049, RD163, RD187",88.2%,"$21,415","$12,828","-$1,287"
13962,96481-,9.13,"$12,449",-2%,"RD138, RD130, RD132, RD098, RD104",92.6%,"$15,477","$7,943","-$1,612"
13963,21421-22001960400,0.16,"$26,640",0%,"RD187, RD167, RD019, RD186, RD049",92.7%,"$27,929","$17,530","-$1,240"
13964,21421-22001961000,26.02,"$16,615",0%,"RD085, RD130, RD047, RD181, RD144",88.7%,"$14,453","$7,476","-$1,367"
13965,21421-22001960800,8.82,"$21,671",0%,"RD189, RD038, RD025, RD011, RD077",93.1%,"$20,512","$10,776","-$1,740"
13966,21421-22001960900,23.4,"$18,370",0%,"RD025, RD173, RD130, RD077, RD155",94.3%,"$21,718","$12,380","-$1,764"
13967,21421-22001961200,0.72,"$23,459",0%,"RD167, RD115, RD049, RD129, RD064",91.8%,"$19,644","$10,655","-$1,142"
13968,94618-,7.02,"$25,401",-0%,"RD085, RD082, RD188, RD101, RD017",94.1%,"$17,083","$9,173","-$1,463"
13969,64945-49057200203,259.98,"$21,132",3%,"RD068, RD052, RD172, RD047, RD070",91.5%,"$20,499","$11,323","-$1,474"
13970,64945-49057210600,68.64,"$22,813",3%,"RD091, RD068, RD155, RD047, RD059",91.8%,"$19,042","$10,694","-$1,378"
13971,64945-49003960601,103.11,"$21,531",3%,"RD047, RD031, RD038, RD155, RD113",91.7%,"$23,892","$14,014","-$1,586"
13972,64945-49011126801,26.37,"$43,740",3%,"RD063, RD086, RD058, RD062, RD035",86.8%,"$19,745","$11,265",-$767
13973,64945-49057210506,27.09,"$27,597",3%,"RD155, RD113, RD026, RD011, RD127",92.7%,"$21,285","$12,158","-$1,213"
13974,64945-49057200100,159.15,"$26,344",3%,"RD047, RD068, RD155, RD070, RD067",93.2%,"$18,583","$10,095","-$1,327"
13975,64945-49011125405,37.14,"$24,007",3%,"RD035, RD155, RD058, RD026, RD074",91.4%,"$23,308","$12,760","-$1,127"
13976,64945-49057210203,38.54,"$31,377",3%,"RD059, RD155, RD058, RD092, RD091",91.9%,"$20,642","$11,585","-$1,177"
13977,64945-49057210302,16.2,"$24,840",3%,"RD155, RD074, RD024, RD045, RD076",93.4%,"$20,889","$11,729","-$1,135"
13978,64945-49057201500,61.41,"$35,478",3%,"RD016, RD015, RD142, RD079, RD155",90.8%,"$24,470","$14,252","-$1,163"
13979,64945-49057210304,4.53,"$28,664",3%,"RD063, RD057, RD035, RD020, RD133",91.5%,"$19,210","$11,121","-$1,020"
13980,64945-49057200700,111.42,"$29,436",3%,"RD047, RD075, RD041, RD111, RD177",93.1%,"$23,311","$12,999","-$1,632"
13981,64945-49011126406,35.41,"$28,161",3%,"RD155, RD047, RD026, RD142, RD038",91.2%,"$20,496","$11,689","-$1,110"
13982,64945-49003960702,42.86,"$25,939",3%,"RD038, RD030, RD079, RD093, RD155",90.1%,"$24,642","$14,034","-$1,351"
13983,64945-49057210509,32.09,"$29,689",3%,"RD155, RD058, RD001, RD092, RD047",90.6%,"$15,409","$8,381",-$922
13984,64945-49057200204,78.63,"$25,015",3%,"RD155, RD068, RD059, RD007, RD032",91.1%,"$25,132","$14,809","-$1,702"
13985,64945-49011126600,25.2,"$26,709",3%,"RD047, RD026, RD074, RD150, RD155",92.2%,"$22,852","$12,680","-$1,239"
13986,64945-49011125908,69.71,"$39,225",3%,"RD035, RD026, RD063, RD058, RD155",92.3%,"$16,803","$8,866",-$794
13987,64945-49011126404,5.52,"$45,304",3%,"RD063, RD012, RD178, RD035, RD057",85.5%,"$20,709","$12,026",-$996
13988,64945-49057210505,6.79,"$31,724",3%,"RD178, RD063, RD057, RD010, RD020",90.2%,"$21,971","$12,772","-$1,207"
13989,64945-49057210303,3.0,"$34,599",3%,"RD063, RD020, RD035, RD058, RD005",92.8%,"$18,952","$10,630",-$988
13990,64945-49057210201,38.54,"$31,377",3%,"RD035, RD058, RD010, RD063, RD086",91.7%,"$19,304","$10,908","-$1,051"
13991,64945-49011125906,23.82,"$33,598",3%,"RD035, RD063, RD058, RD074, RD026",91.2%,"$21,003","$12,100","-$1,061"
13992,64945-49003960802,10.34,"$31,379",3%,"RD062, RD063, RD113, RD057, RD058",93.6%,"$18,206","$9,954",-$601
13993,64945-49057202000,19.61,"$50,834",3%,"RD086, RD035, RD012, RD053, RD020",88.1%,"$19,322","$11,181",-$998
13994,64945-49011126101,11.58,"$27,416",3%,"RD026, RD063, RD058, RD035, RD010",91.0%,"$20,320","$11,325",-$890
13995,64945-49011125406,12.84,"$33,014",3%,"RD063, RD058, RD035, RD026, RD062",90.4%,"$18,428","$10,406",-$771
13996,64945-49057210504,3.32,"$31,017",3%,"RD063, RD057, RD178, RD058, RD062",93.6%,"$22,768","$12,916",-$921
13997,64945-49057200500,220.62,"$22,975",3%,"RD047, RD068, RD142, RD155, RD052",92.1%,"$19,431","$10,699","-$1,515"
13998,64945-49011126405,19.86,"$42,763",3%,"RD035, RD086, RD063, RD053, RD020",85.5%,"$19,422","$11,103",-$777
13999,64945-49011126304,7.81,"$40,143",3%,"RD063, RD035, RD053, RD086, RD020",91.8%,"$17,296","$9,293",-$934
14000,64945-49011127003,2.89,"$31,340",3%,"RD063, RD062, RD057, RD053, RD178",93.2%,"$18,794","$10,329",-$820
14001,64945-49011127004,29.22,"$25,844",3%,"RD155, RD059, RD113, RD016, RD015",91.6%,"$20,832","$11,248","-$1,149"
14002,64945-49011126901,38.74,"$26,203",3%,"RD155, RD047, RD150, RD093, RD176",91.8%,"$22,369","$11,552","-$1,444"
14003,64945-49011125905,101.38,"$27,210",3%,"RD155, RD142, RD074, RD035, RD026",92.1%,"$19,865","$11,098","-$1,009"
14004,64945-49011125303,12.01,"$28,143",3%,"RD035, RD058, RD026, RD063, RD062",91.9%,"$19,633","$11,286",-$868
14005,64945-49011126002,11.51,"$29,489",3%,"RD062, RD063, RD035, RD053, RD058",91.5%,"$19,420","$10,804",-$907
14006,64945-49011126203,20.07,"$51,744",3%,"RD035, RD086, RD135, RD126, RD020",87.2%,"$18,275","$10,525",-$948
14007,64945-49011125804,26.32,"$33,972",3%,"RD063, RD058, RD062, RD026, RD035",93.0%,"$19,988","$11,266",-$856
14008,64945-49011126700,71.32,"$24,451",3%,"RD047, RD155, RD093, RD007, RD142",90.7%,"$24,531","$14,370","-$1,214"
14009,64945-49011125104,4.72,"$36,023",3%,"RD063, RD174, RD048, RD053, RD062",90.5%,"$21,144","$11,945","-$1,126"
14010,64945-49011126306,50.96,"$34,029",3%,"RD026, RD155, RD047, RD074, RD062",92.4%,"$20,454","$11,630",-$920
14011,64945-49057200600,138.56,"$25,903",3%,"RD047, RD142, RD155, RD172, RD177",93.8%,"$23,948","$13,902","-$1,717"
14012,64945-49011126500,19.45,"$31,962",3%,"RD035, RD147, RD170, RD014, RD169",79.5%,"$22,277","$13,079","-$1,305"
14013,64945-49003960701,71.5,"$22,963",3%,"RD026, RD074, RD041, RD113, RD047",92.5%,"$22,427","$12,765","-$1,335"
14014,64945-49011126802,32.61,"$38,174",3%,"RD035, RD062, RD086, RD063, RD026",89.4%,"$18,916","$10,809",-$737
14015,64945-49057210204,17.85,"$28,120",3%,"RD155, RD026, RD074, RD010, RD113",93.4%,"$23,795","$13,839","-$1,066"
14016,64945-49011126105,17.79,"$35,890",3%,"RD035, RD058, RD026, RD092, RD062",91.5%,"$17,629","$9,689",-$887
14017,64945-49057200300,77.2,"$21,959",3%,"RD075, RD102, RD100, RD155, RD041",92.7%,"$24,634","$14,769","-$1,799"
14018,64945-49011127002,38.65,"$27,553",3%,"RD062, RD113, RD074, RD026, RD111",93.2%,"$21,062","$11,694",-$818
14019,64945-49011126104,2.76,"$34,514",3%,"RD063, RD057, RD035, RD053, RD058",91.9%,"$18,134","$9,838",-$814
14020,64945-49057210402,5.76,"$27,361",3%,"RD005, RD063, RD062, RD053, RD178",92.8%,"$18,656","$10,305",-$835
14021,64945-49011126902,40.29,"$34,880",3%,"RD074, RD026, RD062, RD047, RD041",91.2%,"$22,089","$11,926","-$1,389"
14022,12970-,4.31,"$35,975",2%,"RD074, RD062, RD083, RD063, RD076",92.7%,"$22,007","$12,232","-$1,352"
14023,80524-01047956400,168.53,"$10,426",-1%,"RD156, RD162, RD052, RD172, RD130",88.8%,"$17,453","$9,493","-$1,293"
14024,80524-01047956100,0.26,"$24,737",-1%,"RD049, RD061, RD064, RD129, RD101",92.7%,"$16,456","$8,723","-$1,338"
14025,80524-01047956701,13.82,"$31,562",-1%,"RD188, RD138, RD016, RD015, RD106",90.0%,"$20,200","$10,916","-$1,325"
14026,80524-01047956201,0.27,"$24,291",-1%,"RD167, RD129, RD189, RD049, RD187",87.9%,"$17,214","$8,727","-$1,487"
14027,80524-01047957300,0.96,"$15,332",-1%,"RD131, RD085, RD138, RD161, RD163",86.2%,"$12,699","$6,046","-$1,286"
14028,80524-01047957200,2.19,"$19,864",-1%,"RD167, RD098, RD129, RD082, RD085",87.2%,"$19,046","$9,379","-$1,608"
14029,80524-01047956300,22.72,"$16,734",-1%,"RD130, RD070, RD069, RD067, RD103",90.2%,"$19,811","$10,402","-$1,651"
14030,80524-01047956800,21.63,"$21,213",-1%,"RD138, RD130, RD090, RD070, RD067",87.9%,"$19,709","$10,220","-$1,502"
14031,80524-01047956500,67.86,"$11,784",-1%,"RD143, RD171, RD130, RD158, RD088",88.4%,"$16,776","$7,222","-$1,671"
14032,80524-01047956600,234.99,"$20,083",-1%,"RD156, RD172, RD162, RD130, RD158",86.5%,"$15,429","$7,279","-$1,478"
14033,80524-01047956702,21.43,"$22,436",-1%,"RD082, RD109, RD123, RD090, RD085",89.5%,"$20,738","$10,777","-$1,863"
14034,95968-,2.31,"$23,831",-0%,"RD163, RD113, RD190, RD049, RD132",92.9%,"$15,121","$8,095",-$931
14035,47530-42071013400,34.95,"$26,532",0%,"RD047, RD155, RD007, RD150, RD097",92.7%,"$22,684","$12,278","-$1,389"
14036,47530-42071013601,19.1,"$31,988",0%,"RD122, RD107, RD055, RD151, RD056",72.7%,"$19,528","$10,622",-$897
